snapshot_date,store_id,product_id,on_hand_qty,reorder_point
2024-07-01,ST003,P0019,280,28
2024-07-01,ST003,P0020,200,47
2024-07-01,ST003,P0021,287,41
2024-07-01,ST003,P0022,231,43
2024-07-01,ST003,P0023,171,49
2024-07-01,ST003,P0024,109,65
2024-07-01,ST003,P0025,84,72
2024-07-01,ST003,P0026,123,70
2024-07-01,ST003,P0027,193,33
2024-07-01,ST003,P0028,250,26
2024-07-01,ST003,P0029,258,38
2024-07-01,ST003,P0030,240,38
2024-07-01,ST003,P0031,95,39
2024-07-01,ST003,P0032,296,77
2024-07-01,ST003,P0033,97,51
2024-07-01,ST003,P0034,15,54
2024-07-01,ST003,P0035,88,37
2024-07-01,ST003,P0036,206,39
2024-07-01,ST003,P0037,40,33
2024-07-01,ST003,P0038,41,69
2024-07-01,ST003,P0039,130,73
2024-07-01,ST003,P0040,211,27
2024-07-01,ST003,P0041,274,32
2024-07-01,ST003,P0042,11,27
2024-07-01,ST003,P0043,198,64
2024-07-01,ST003,P0044,15,29
2024-07-01,ST003,P0045,11,20
2024-07-01,ST003,P0046,72,46
2024-07-01,ST003,P0047,47,49
2024-07-01,ST003,P0048,78,16
2024-07-01,ST003,P0049,9,28
2024-07-01,ST003,P0050,282,58
2024-07-01,ST003,P0051,48,40
2024-07-01,ST003,P0052,76,76
2024-07-01,ST003,P0053,293,71
2024-07-01,ST003,P0054,88,54
2024-07-01,ST003,P0055,174,76
2024-07-01,ST003,P0056,84,46
2024-07-01,ST003,P0057,33,49
2024-07-01,ST003,P0058,283,30
2024-07-01,ST003,P0059,15,20
2024-07-01,ST003,P0060,57,52
2024-07-01,ST003,P0061,57,80
2024-07-01,ST003,P0062,217,33
2024-07-01,ST003,P0063,5,43
2024-07-01,ST003,P0064,17,44
2024-07-01,ST003,P0065,223,64
2024-07-01,ST003,P0066,80,60
2024-07-01,ST003,P0067,151,43
2024-07-01,ST003,P0068,201,29
2024-07-01,ST003,P0069,256,36
2024-07-01,ST003,P0070,61,43
2024-07-01,ST003,P0071,57,51
2024-07-01,ST003,P0072,187,24
2024-07-01,ST003,P0073,175,30
2024-07-01,ST003,P0074,189,25
2024-07-01,ST003,P0075,27,34
2024-07-01,ST003,P0076,96,69
2024-07-01,ST003,P0077,276,57
2024-07-01,ST003,P0078,97,69
2024-07-01,ST003,P0079,81,53
2024-07-01,ST003,P0080,151,59
2024-07-01,ST003,P0081,58,49
2024-07-01,ST003,P0082,260,62
2024-07-01,ST003,P0083,140,24
2024-07-01,ST003,P0084,6,34
2024-07-01,ST003,P0085,80,55
2024-07-01,ST003,P0086,80,64
2024-07-01,ST003,P0087,233,76
2024-07-01,ST003,P0088,39,29
2024-07-01,ST003,P0089,300,69
2024-07-01,ST003,P0090,147,33
2024-07-01,ST003,P0091,51,56
2024-07-01,ST003,P0092,70,38
2024-07-01,ST003,P0093,202,60
2024-07-01,ST003,P0094,168,78
2024-07-01,ST003,P0095,222,76
2024-07-01,ST003,P0096,216,57
2024-07-01,ST003,P0097,75,46
2024-07-01,ST003,P0098,201,68
2024-07-01,ST003,P0099,286,78
2024-07-01,ST003,P0100,280,78
2024-07-01,ST004,P0001,277,44
2024-07-01,ST004,P0002,201,25
2024-07-01,ST004,P0003,220,43
2024-07-01,ST004,P0004,49,45
2024-07-01,ST004,P0005,190,15
2024-07-01,ST004,P0006,109,17
2024-07-01,ST004,P0007,190,75
2024-07-01,ST004,P0008,73,29
2024-07-01,ST004,P0009,35,59
2024-07-01,ST004,P0010,189,32
2024-07-01,ST004,P0011,155,73
2024-07-01,ST004,P0012,78,68
2024-07-01,ST004,P0013,129,41
2024-07-01,ST004,P0014,119,22
2024-07-01,ST004,P0015,75,30
2024-07-01,ST004,P0016,78,63
2024-07-01,ST004,P0017,18,69
2024-07-01,ST004,P0018,195,21
2024-07-01,ST004,P0019,59,24
2024-07-01,ST004,P0020,249,35
2024-07-01,ST004,P0021,20,33
2024-07-01,ST004,P0022,192,33
2024-07-01,ST004,P0023,45,46
2024-07-01,ST004,P0024,44,16
2024-07-01,ST004,P0025,296,68
2024-07-01,ST004,P0026,81,38
2024-07-01,ST004,P0027,245,32
2024-07-01,ST004,P0028,275,53
2024-07-01,ST004,P0029,245,67
2024-07-01,ST004,P0030,177,71
2024-07-01,ST004,P0031,11,51
2024-07-01,ST004,P0032,61,34
2024-07-01,ST004,P0033,35,19
2024-07-01,ST004,P0034,93,79
2024-07-01,ST004,P0035,87,16
2024-07-01,ST004,P0036,207,69
2024-07-01,ST004,P0037,237,48
2024-07-01,ST004,P0038,297,79
2024-07-01,ST004,P0039,161,44
2024-07-01,ST004,P0040,221,35
2024-07-01,ST004,P0041,144,26
2024-07-01,ST004,P0042,272,63
2024-07-01,ST004,P0043,69,42
2024-07-01,ST004,P0044,210,22
2024-07-01,ST004,P0045,117,65
2024-07-01,ST004,P0046,99,24
2024-07-01,ST004,P0047,244,76
2024-07-01,ST004,P0048,165,66
2024-07-01,ST004,P0049,199,36
2024-07-01,ST004,P0050,32,62
2024-07-01,ST004,P0051,222,39
2024-07-01,ST004,P0052,143,28
2024-07-01,ST004,P0053,58,24
2024-07-01,ST004,P0054,190,57
2024-07-01,ST004,P0055,19,45
2024-07-01,ST004,P0056,149,35
2024-07-01,ST004,P0057,282,28
2024-07-01,ST004,P0058,38,42
2024-07-01,ST004,P0059,10,54
2024-07-01,ST004,P0060,101,40
2024-07-01,ST004,P0061,21,45
2024-07-01,ST004,P0062,142,25
2024-07-01,ST004,P0063,296,20
2024-07-01,ST004,P0064,293,76
2024-07-01,ST004,P0065,28,21
2024-07-01,ST004,P0066,166,26
2024-07-01,ST004,P0067,163,16
2024-07-01,ST004,P0068,187,51
2024-07-01,ST004,P0069,208,79
2024-07-01,ST004,P0070,104,55
2024-07-01,ST004,P0071,205,60
2024-07-01,ST004,P0072,71,27
2024-07-01,ST004,P0073,174,67
2024-07-01,ST004,P0074,262,27
2024-07-01,ST004,P0075,262,34
2024-07-01,ST004,P0076,17,63
2024-07-01,ST004,P0077,249,19
2024-07-01,ST004,P0078,153,35
2024-07-01,ST004,P0079,82,74
2024-07-01,ST004,P0080,45,26
2024-07-01,ST004,P0081,123,42
2024-07-01,ST004,P0082,77,35
2024-07-01,ST004,P0083,261,58
2024-07-01,ST004,P0084,234,31
2024-07-01,ST004,P0085,178,52
2024-07-01,ST004,P0086,189,70
2024-07-01,ST004,P0087,25,64
2024-07-01,ST004,P0088,127,41
2024-07-01,ST004,P0089,43,34
2024-07-01,ST004,P0090,295,78
2024-07-01,ST004,P0091,54,16
2024-07-01,ST004,P0092,78,54
2024-07-01,ST004,P0093,285,26
2024-07-01,ST004,P0094,260,27
2024-07-01,ST004,P0095,237,55
2024-07-01,ST004,P0096,91,52
2024-07-01,ST004,P0097,87,23
2024-07-01,ST004,P0098,148,61
2024-07-01,ST004,P0099,185,26
2024-07-01,ST004,P0100,41,37
2024-07-01,ST005,P0001,240,48
2024-07-01,ST005,P0002,247,47
2024-07-01,ST005,P0003,231,32
2024-07-01,ST005,P0004,68,77
2024-07-01,ST005,P0005,25,61
2024-07-01,ST005,P0006,151,66
2024-07-01,ST005,P0007,214,31
2024-07-01,ST005,P0008,230,61
2024-07-01,ST005,P0009,267,55
2024-07-01,ST005,P0010,196,25
2024-07-01,ST005,P0011,216,79
2024-07-01,ST005,P0012,235,48
2024-07-01,ST005,P0013,26,22
2024-07-01,ST005,P0014,130,16
2024-07-01,ST005,P0015,84,28
2024-07-01,ST005,P0016,153,63
2024-07-01,ST005,P0017,86,66
2024-07-01,ST005,P0018,42,43
2024-07-01,ST005,P0019,203,74
2024-07-01,ST005,P0020,52,59
2024-07-01,ST005,P0021,243,74
2024-07-01,ST005,P0022,278,74
2024-07-01,ST005,P0023,60,25
2024-07-01,ST005,P0024,97,28
2024-07-01,ST005,P0025,208,70
2024-07-01,ST005,P0026,107,66
2024-07-01,ST005,P0027,173,23
2024-07-01,ST005,P0028,167,58
2024-07-01,ST005,P0029,253,42
2024-07-01,ST005,P0030,248,29
2024-07-01,ST005,P0031,147,73
2024-07-01,ST005,P0032,24,34
2024-07-01,ST005,P0033,245,33
2024-07-01,ST005,P0034,114,55
2024-07-01,ST005,P0035,295,19
2024-07-01,ST005,P0036,199,22
2024-07-01,ST005,P0037,190,70
2024-07-01,ST005,P0038,247,42
2024-07-01,ST005,P0039,32,42
2024-07-01,ST005,P0040,16,69
2024-07-01,ST005,P0041,143,47
2024-07-01,ST005,P0042,95,25
2024-07-01,ST005,P0043,77,23
2024-07-01,ST005,P0044,145,66
2024-07-01,ST005,P0045,46,53
2024-07-01,ST005,P0046,236,68
2024-07-01,ST005,P0047,273,42
2024-07-01,ST005,P0048,137,38
2024-07-01,ST005,P0049,32,26
2024-07-01,ST005,P0050,224,58
2024-07-01,ST005,P0051,157,36
2024-07-01,ST005,P0052,106,59
2024-07-01,ST005,P0053,219,76
2024-07-01,ST005,P0054,248,35
2024-07-01,ST005,P0055,228,60
2024-07-01,ST005,P0056,297,64
2024-07-01,ST005,P0057,10,40
2024-07-01,ST005,P0058,44,33
2024-07-01,ST005,P0059,170,55
2024-07-01,ST005,P0060,12,34
2024-07-01,ST005,P0061,239,33
2024-07-01,ST005,P0062,260,55
2024-07-01,ST005,P0063,63,67
2024-07-01,ST005,P0064,139,15
2024-07-01,ST005,P0065,235,31
2024-07-01,ST005,P0066,235,27
2024-07-01,ST005,P0067,23,42
2024-07-01,ST005,P0068,101,68
2024-07-01,ST005,P0069,284,36
2024-07-01,ST005,P0070,198,42
2024-07-01,ST005,P0071,183,41
2024-07-01,ST005,P0072,102,16
2024-07-01,ST005,P0073,194,61
2024-07-01,ST005,P0074,13,53
2024-07-01,ST005,P0075,162,79
2024-07-01,ST005,P0076,68,78
2024-07-01,ST005,P0077,238,67
2024-07-01,ST005,P0078,215,60
2024-07-01,ST005,P0079,185,69
2024-07-01,ST005,P0080,272,57
2024-07-01,ST005,P0081,63,37
2024-07-01,ST005,P0082,239,69
2024-07-01,ST005,P0083,196,37
2024-07-01,ST005,P0084,288,35
2024-07-01,ST005,P0085,282,70
2024-07-01,ST005,P0086,200,51
2024-07-01,ST005,P0087,228,51
2024-07-01,ST005,P0088,55,26
2024-07-01,ST005,P0089,58,26
2024-07-01,ST005,P0090,13,67
2024-07-01,ST005,P0091,58,78
2024-07-01,ST005,P0092,283,27
2024-07-01,ST005,P0093,232,79
2024-07-01,ST005,P0094,21,52
2024-07-01,ST005,P0095,220,42
2024-07-01,ST005,P0096,119,73
2024-07-01,ST005,P0097,287,63
2024-07-01,ST005,P0098,63,40
2024-07-01,ST005,P0099,245,30
2024-07-01,ST005,P0100,184,74
2024-07-01,ST006,P0001,216,65
2024-07-01,ST006,P0002,8,62
2024-07-01,ST006,P0003,119,79
2024-07-01,ST006,P0004,150,49
2024-07-01,ST006,P0005,140,54
2024-07-01,ST006,P0006,217,45
2024-07-01,ST006,P0007,7,68
2024-07-01,ST006,P0008,21,16
2024-07-01,ST006,P0009,18,34
2024-07-01,ST006,P0010,196,55
2024-07-01,ST006,P0011,176,36
2024-07-01,ST006,P0012,297,70
2024-07-01,ST006,P0013,128,65
2024-07-01,ST006,P0014,103,65
2024-07-01,ST006,P0015,31,69
2024-07-01,ST006,P0016,70,64
2024-07-01,ST006,P0017,93,66
2024-07-01,ST006,P0018,167,35
2024-07-01,ST006,P0019,228,44
2024-07-01,ST006,P0020,55,31
2024-07-01,ST006,P0021,263,30
2024-07-01,ST006,P0022,300,65
2024-07-01,ST006,P0023,138,35
2024-07-01,ST006,P0024,170,41
2024-07-01,ST006,P0025,52,26
2024-07-01,ST006,P0026,18,70
2024-07-01,ST006,P0027,10,34
2024-07-01,ST006,P0028,19,25
2024-07-01,ST006,P0029,297,63
2024-07-01,ST006,P0030,17,31
2024-07-01,ST006,P0031,237,60
2024-07-01,ST006,P0032,100,45
2024-07-01,ST006,P0033,118,53
2024-07-01,ST006,P0034,104,46
2024-07-01,ST006,P0035,198,48
2024-07-01,ST006,P0036,31,50
2024-07-01,ST006,P0037,47,33
2024-07-01,ST006,P0038,16,28
2024-07-01,ST006,P0039,61,73
2024-07-01,ST006,P0040,67,28
2024-07-01,ST006,P0041,77,51
2024-07-01,ST006,P0042,139,38
2024-07-01,ST006,P0043,52,24
2024-07-01,ST006,P0044,258,61
2024-07-01,ST006,P0045,111,65
2024-07-01,ST006,P0046,56,77
2024-07-01,ST006,P0047,16,67
2024-07-01,ST006,P0048,42,77
2024-07-01,ST006,P0049,44,41
2024-07-01,ST006,P0050,219,63
2024-07-01,ST006,P0051,165,72
2024-07-01,ST006,P0052,87,38
2024-07-01,ST006,P0053,157,16
2024-07-01,ST006,P0054,96,19
2024-07-01,ST006,P0055,65,58
2024-07-01,ST006,P0056,182,76
2024-07-01,ST006,P0057,284,15
2024-07-01,ST006,P0058,86,47
2024-07-01,ST006,P0059,67,39
2024-07-01,ST006,P0060,20,17
2024-07-01,ST006,P0061,270,80
2024-07-01,ST006,P0062,83,42
2024-07-01,ST006,P0063,191,29
2024-07-01,ST006,P0064,116,18
2024-07-01,ST006,P0065,172,32
2024-07-01,ST006,P0066,117,25
2024-07-01,ST006,P0067,69,49
2024-07-01,ST006,P0068,145,76
2024-07-01,ST006,P0069,107,26
2024-07-01,ST006,P0070,183,52
2024-07-01,ST006,P0071,244,78
2024-07-01,ST006,P0072,228,80
2024-07-01,ST006,P0073,209,39
2024-07-01,ST006,P0074,133,37
2024-07-01,ST006,P0075,106,50
2024-07-01,ST006,P0076,206,28
2024-07-01,ST006,P0077,164,36
2024-07-01,ST006,P0078,110,77
2024-07-01,ST006,P0079,226,72
2024-07-01,ST006,P0080,221,49
2024-07-01,ST006,P0081,168,28
2024-07-01,ST006,P0082,201,69
2024-07-01,ST006,P0083,107,60
2024-07-01,ST006,P0084,196,23
2024-07-01,ST006,P0085,235,36
2024-07-01,ST006,P0086,22,80
2024-07-01,ST006,P0087,134,67
2024-07-01,ST006,P0088,155,60
2024-07-01,ST006,P0089,208,18
2024-07-01,ST006,P0090,63,38
2024-07-01,ST006,P0091,170,69
2024-07-01,ST006,P0092,100,60
2024-07-01,ST006,P0093,130,24
2024-07-01,ST006,P0094,115,62
2024-07-01,ST006,P0095,195,33
2024-07-01,ST006,P0096,165,30
2024-07-01,ST006,P0097,9,55
2024-07-01,ST006,P0098,10,57
2024-07-01,ST006,P0099,114,74
2024-07-01,ST006,P0100,295,56
2024-07-01,ST007,P0001,124,23
2024-07-01,ST007,P0002,202,51
2024-07-01,ST007,P0003,113,42
2024-07-01,ST007,P0004,57,50
2024-07-01,ST007,P0005,43,68
2024-07-01,ST007,P0006,227,55
2024-07-01,ST007,P0007,168,40
2024-07-01,ST007,P0008,105,21
2024-07-01,ST007,P0009,257,78
2024-07-01,ST007,P0010,28,50
2024-07-01,ST007,P0011,220,30
2024-07-01,ST007,P0012,68,72
2024-07-01,ST007,P0013,92,56
2024-07-01,ST007,P0014,201,45
2024-07-01,ST007,P0015,300,17
2024-07-01,ST007,P0016,150,17
2024-07-01,ST007,P0017,299,15
2024-07-01,ST007,P0018,241,51
2024-07-01,ST007,P0019,72,66
2024-07-01,ST007,P0020,23,20
2024-07-01,ST007,P0021,177,17
2024-07-01,ST007,P0022,40,75
2024-07-01,ST007,P0023,53,68
2024-07-01,ST007,P0024,159,50
2024-07-01,ST007,P0025,167,59
2024-07-01,ST007,P0026,209,25
2024-07-01,ST007,P0027,289,55
2024-07-01,ST007,P0028,257,21
2024-07-01,ST007,P0029,206,53
2024-07-01,ST007,P0030,237,78
2024-07-01,ST007,P0031,67,62
2024-07-01,ST007,P0032,57,18
2024-07-01,ST007,P0033,119,21
2024-07-01,ST007,P0034,10,32
2024-07-01,ST007,P0035,58,56
2024-07-01,ST007,P0036,228,43
2024-07-01,ST007,P0037,92,26
2024-07-01,ST007,P0038,102,62
2024-07-01,ST007,P0039,280,15
2024-07-01,ST007,P0040,31,48
2024-07-01,ST007,P0041,27,29
2024-07-01,ST007,P0042,29,53
2024-07-01,ST007,P0043,43,48
2024-07-01,ST007,P0044,173,63
2024-07-01,ST007,P0045,143,36
2024-07-01,ST007,P0046,75,73
2024-07-01,ST007,P0047,66,31
2024-07-01,ST007,P0048,168,33
2024-07-01,ST007,P0049,216,72
2024-07-01,ST007,P0050,67,45
2024-07-01,ST007,P0051,300,76
2024-07-01,ST007,P0052,255,50
2024-07-01,ST007,P0053,169,76
2024-07-01,ST007,P0054,120,26
2024-07-01,ST007,P0055,140,52
2024-07-01,ST007,P0056,47,60
2024-07-01,ST007,P0057,290,46
2024-07-01,ST007,P0058,110,24
2024-07-01,ST007,P0059,43,78
2024-07-01,ST007,P0060,35,42
2024-07-01,ST007,P0061,11,42
2024-07-01,ST007,P0062,244,64
2024-07-01,ST007,P0063,101,77
2024-07-01,ST007,P0064,58,58
2024-07-01,ST007,P0065,111,80
2024-07-01,ST007,P0066,165,54
2024-07-01,ST007,P0067,237,34
2024-07-01,ST007,P0068,263,28
2024-07-01,ST007,P0069,71,43
2024-07-01,ST007,P0070,191,64
2024-07-01,ST007,P0071,236,80
2024-07-01,ST007,P0072,108,66
2024-07-01,ST007,P0073,101,23
2024-07-01,ST007,P0074,147,69
2024-07-01,ST007,P0075,89,54
2024-07-01,ST007,P0076,300,28
2024-07-01,ST007,P0077,80,74
2024-07-01,ST007,P0078,59,29
2024-07-01,ST007,P0079,128,17
2024-07-01,ST007,P0080,240,38
2024-07-01,ST007,P0081,141,18
2024-07-01,ST007,P0082,248,72
2024-07-01,ST007,P0083,185,48
2024-07-01,ST007,P0084,65,25
2024-07-01,ST007,P0085,186,70
2024-07-01,ST007,P0086,113,34
2024-07-01,ST007,P0087,208,79
2024-07-01,ST007,P0088,225,80
2024-07-01,ST007,P0089,175,21
2024-07-01,ST007,P0090,230,49
2024-07-01,ST007,P0091,194,27
2024-07-01,ST007,P0092,30,63
2024-07-01,ST007,P0093,221,39
2024-07-01,ST007,P0094,155,39
2024-07-01,ST007,P0095,211,37
2024-07-01,ST007,P0096,146,78
2024-07-01,ST007,P0097,270,70
2024-07-01,ST007,P0098,60,21
2024-07-01,ST007,P0099,132,29
2024-07-01,ST007,P0100,117,29
2024-07-01,ST008,P0001,32,19
2024-07-01,ST008,P0002,299,49
2024-07-01,ST008,P0003,127,23
2024-07-01,ST008,P0004,277,27
2024-07-01,ST008,P0005,146,43
2024-07-01,ST008,P0006,212,65
2024-07-01,ST008,P0007,206,27
2024-07-01,ST008,P0008,117,49
2024-07-01,ST008,P0009,258,41
2024-07-01,ST008,P0010,92,41
2024-07-01,ST008,P0011,182,51
2024-07-01,ST008,P0012,152,15
2024-07-01,ST008,P0013,53,38
2024-07-01,ST008,P0014,262,76
2024-07-01,ST008,P0015,161,45
2024-07-01,ST008,P0016,92,55
2024-07-01,ST008,P0017,40,36
2024-07-01,ST008,P0018,100,57
2024-07-01,ST008,P0019,238,33
2024-07-01,ST008,P0020,11,75
2024-07-01,ST008,P0021,224,57
2024-07-01,ST008,P0022,15,37
2024-07-01,ST008,P0023,140,24
2024-07-01,ST008,P0024,92,16
2024-07-01,ST008,P0025,185,75
2024-07-01,ST008,P0026,5,77
2024-07-01,ST008,P0027,131,75
2024-07-01,ST008,P0028,61,20
2024-07-01,ST008,P0029,13,52
2024-07-01,ST008,P0030,121,79
2024-07-01,ST008,P0031,90,33
2024-07-01,ST008,P0032,53,27
2024-07-01,ST008,P0033,160,57
